No.,State,District,Date,Flood Cause,Main River Basin,latitude,longitude,geocode_status
539,Sarawak,Sibu,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Monica); Batang Rajang (Rumah Mary); Batang Rajang (Rumah Kiding); Batang Rajang (Rumah Mathaten); Batang Rajang (Rumah Lucy); Batang Rajang (Jalan Utama Persisiran Sungai Salim),2.2883267,111.8312675,success
540,Sarawak,Samarahan,29/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Sadong (Kampung Kanchong Baru),1.4427573,110.4977108,success
541,Sabah,Kinabatangan,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Trusan Kinabatangan (Jalan raya utama Kg Paris 3),5.586506,117.8500842,success
542,Sabah,Lahad Datu,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Sungai Sabahan (Jalan Lahad-Tawau(Sungai Sabahan)); Sungai Segama (Kampung Tawaiyari); Sungai Sepagaya (Kampung Manau); Sungai Segama (Jalan Tamoi Baru & Kg Tamoi Baru); Sungai Segama (Kampung Segama Batu 6); Sungai Sepagaya (Kampung Sepagaya); Sungai Segama (Jalan Segama); Sungai Segama (Jalan Jeroco); Sungai Ulu Tungku (Kampung Makuau); Sungai Segama (Kampung Sapadulang); Sungai Sapagaya (Jalan Lahad Datu-Tawau(Batu 8)),5.0217779,118.3300922,success
543,Sarawak,Subis,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Suai (Kampung Iran); Batang Suai (Kampung Tegageng); Batang Suai (Rh Tinggom),2.5574285,113.0011989,success
544,Sarawak,Serian,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (SADOTP0001 - Bandar Serian); Batang Sadong (SADOTP0011 - Kg. Sorak Melayu); Batang Sadong (SADOTP0033 - Kg. Slabi Empurung); Batang Sadong (SADOTP0034 - Kg. Hilir Serian); Batang Sadong (SADOTP0045 - Kg. Slabi Plaman); Batang Sadong (SADOTP0044 - Kg. Slabi Entukoh),1.167035,110.5665059,success
545,Sarawak,Sri Aman,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Lupar (Tr Tinjan, Jaong Sungai Batu)",1.237031,111.462079,success
546,Sarawak,Samarahan,29/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Sadong (Skim Mid Sadong III); Batang Sadong (Kampung Sateman),1.4427573,110.4977108,success
547,Sarawak,Sri Aman,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Lupar (Jalan Lipat - Kejamut); Batang Lupar (Jalan Berdekatan Jambatan Sg Lipat); Batang Lupar (Simpang Kejamut); Batang Lupar (Jalan Tembong - Tabut),1.237031,111.462079,success
548,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (Kampung Bangka Semong); Batang Samarahan (Jalan Kampung Semawang),1.4427573,110.4977108,success
549,Sarawak,Betong,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Saribas (Jalan perhubungan RH Panjang Pelawa dan RH Panjang),1.411517,111.528999,success
550,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (Kampung Niup Tengah),1.4427573,110.4977108,success
551,Sarawak,Kanowit,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Jude); Batang Rajang (Rumah Sang Anak Bahut); Batang Rajang (Rumah Engkamat); Batang Rajang (Rumah Bulan); Batang Rajang (Rumah Kubu); Batang Rajang (Rumah Imang),2.1011755,112.1527148,success
552,Sarawak,Serian,29/01/2025,Air Sungai Melimpah,Batang Samarahan (SRINTP0008 - Kg. Rimba Padi),1.167035,110.5665059,success
553,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Samarahan (Taman Sri Tuang),1.4427573,110.4977108,success
554,Sabah,Telupid,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Labuk (kg Bauto); Sungai Labuk (Kg Kiabau); Sungai Labuk (Kg Gana Jati); Sungai Labuk (Kg perancangan); Sungai Labuk (Kg Bambangan); Sungai Labuk (Kg sualok); Sungai Labuk (Kg Lidong); Sungai Labuk (Kg Bakong-Bakong); Sungai Labuk (Kg Toniting); Sungai Labuk (Kg Ulu sapi),5.627233,117.127534,success
555,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (Jalan Kampung Semawang); Batang Samarahan (Kampung Bangka Semong),1.4427573,110.4977108,success
556,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat, Saliran Dalaman",Batang Samarahan (Kampung Niup Tengah),1.4427573,110.4977108,success
557,Sabah,Sandakan,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Labuk (Kg Balaban); Sungai Labuk (Kg Muanad 3); Sungai Labuk (Kg Sungai Nangkah); Sungai Labuk (Kg Ulu Muanad Batu 54),5.8558862,118.0721949,success
558,Sabah,Beluran,29/01/2025,"Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Struktur / Lintasan Menghalang Laluan Air",-,5.8961356,117.5571852,success
559,Sabah,Sandakan,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",-,5.8558862,118.0721949,success
560,Sarawak,Kanowit,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Kampung Muhibbah, Kanowit)",2.1011755,112.1527148,success
561,Sarawak,Sibu,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Undi); Batang Rajang (Rumah Nyung Anak Sadong),2.2883267,111.8312675,success
562,WP Labuan,Labuan,29/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Longkang Tersumbat",-,5.3109549,115.2244853,success
563,Sarawak,Betong,29/01/2025,Hujan Lebat / Berterusan,"Batang Kerian (Kampung Baru, Kabong); Batang Kerian (Kampung Wawasan, Kabong); Batang Kerian (Kampung Metang Desa, Kabong)",1.411517,111.528999,success
564,WP Labuan,Labuan,29/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",-,5.3109549,115.2244853,success
565,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (Kampung Seniawan Jepon),1.4427573,110.4977108,success
566,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (Kampung Jegoi),1.4427573,110.4977108,success
567,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (SAMATP0015 - Kg. Rembus),1.4427573,110.4977108,success
568,Sarawak,Kanowit,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Charles Anak Salleh),2.1011755,112.1527148,success
569,Sarawak,Sibu,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Lot 451); Batang Rajang (Lot 450); Batang Rajang (Lot 449); Batang Rajang (Lot 428); Batang Rajang (Lot 448 (A)); Batang Rajang (Lot 448 (B)); Batang Rajang (Lot 447); Batang Rajang (Lot 424); Batang Rajang (Lot 429 (A)); Batang Rajang (Lot 429 (B)); Batang Rajang (Lorong Sentosa Timur 4),2.2883267,111.8312675,success
570,Sarawak,Kanowit,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Rajang (Rumah Jude); Batang Rajang (SPS Nanga Tada),2.1011755,112.1527148,success
571,Sarawak,Kanowit,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Jalan Menuju Ke RH Awin, Mapai); Batang Rajang (Jalan Menuju Ke RH Sandai, Mapai)",2.1011755,112.1527148,success
572,Sarawak,Limbang,29/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",Sungai Limbang (LIMBTP0006 - Kg. Pangkalan Madang A); Sungai Limbang (LIMBTP0022 - Kg. Ranggu); Sungai Limbang (LIMBTP0011 - Kg. Pangkalan Jawa); Sungai Limbang (LIMBTP0007 - Kg. Medait),4.754797,115.0089181,success
573,Sarawak,Serian,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (SADOTP0043 - Kg. Tanah Puteh),1.167035,110.5665059,success
574,Sarawak,Sri Aman,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Lupar (Jalan utama ke Kampung Munggu Ridan & Sungai Mansa),1.237031,111.462079,success
575,Sarawak,Miri,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Miri (MIRITP0010 - Kg. Pujut Tanjung Batu); Sungai Miri (Kampung Pujut Adong); Sungai Miri (Amfiled Villa 1&2); Sungai Miri (Jalan Miri By Pass); Sungai Miri (Kampung Satu Malaysia),4.4179767,114.0155348,success
576,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (TUAGTP0002 - Kg. Endap),1.4427573,110.4977108,success
577,Sabah,Kota Belud,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Abai (ABAITP0002 - Kg. Lingkodon); Sungai Abai (ABAITP0001 - Kg. Lebak Moyoh); Sungai Abai (ABAITP0004 - Kg. Sembirai); Sungai Abai (ABAITP0005 - Kg. Lebak Engad); Sungai Abai (ABAITP0006 - Kg. Bobot); Sungai Abai (ABAITP0008 - Kg. Menunggui); Sungai Abai (ABAITP0009 - Kg. Gunding); Sungai Abai (KDMNTP0002 - Kg. Kota Belud); Sungai Tempasuk (Kg. Ejuk); Sungai Abai (Kg. Song-song); Sungai Abai (Kg. Suang Punggur); Sungai Abai (Kg. Lentigi); Sungai Abai (Kg. Limatok),6.3552406,116.4310738,success
578,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (Kampung Sinaran Jaya),1.4427573,110.4977108,success
579,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (TUAGTP0002 - Kg. Endap),1.4427573,110.4977108,success
580,Sabah,Sandakan,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Trusan Kinabatangan (Kampung Kasih Sayang); Trusan Kinabatangan (Kampung Usaha Jaya),5.8558862,118.0721949,success
581,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Saliran Dalaman",Batang Samarahan (SAMATP0007 - Kg. Asajaya Ulu); Batang Samarahan (SAMATP0008 - Kg. Serpan Laut),1.4427573,110.4977108,success
582,Sarawak,Samarahan,29/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Sadong (SADOTP0023 - Kg. Sadong Jaya Ulu); Batang Sadong (SADOTP0050 - Kg. Terasi); Batang Sadong (Kg. Jemukan Cina); Batang Samarahan (SAMATP0019 - Kg. Semera Ulu); Batang Sadong (Kg. Semera Lot Baru),1.4427573,110.4977108,success
583,Sarawak,Simunjan,29/01/2025,Hujan Lebat / Berterusan,Sungai Sebuyau (Kampung Kesindu); Sungai Sebuyau (Kampung Bulan); Batang Lupar (Kampung Beliong Hilir); Sungai Sebuyau (Kampung Mambai); Batang Sadong (Kampung Seruyuk); Sungai Sebuyau (Kampung Sagu); Sungai Sebuyau (Kampung Jalan Giatmara Sebuyau); Sungai Sebuyau (Kampung Jeragam),1.3943943,110.749819,success
584,Sarawak,Betong,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Saribas (Kg Triso); Batang Saribas (Kg Sg Meranti); Batang Saribas (Kg Sg Mulon); Batang Saribas (Kg Tg Baru); Batang Saribas (SPK Maludam); Batang Saribas (Kg Sg Suak); Batang Saribas (Kg Sg Daun),1.411517,111.528999,success
585,Sabah,Tongod,29/01/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai K.Klagan (Kg Entilibon),5.2783414,117.088771,success
586,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (SAMATP0008 - Kg. Serpan Laut); Batang Samarahan (SAMATP0007 - Kg. Asajaya Ulu),1.4427573,110.4977108,success
587,Sarawak,Samarahan,29/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (TUAGTP0001 - Kg. Tg. Bundong),1.4427573,110.4977108,success
588,Sarawak,Serian,29/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (Kampung Mentung Merau/Mentung Birawan),1.167035,110.5665059,success
589,Sarawak,Samarahan,29/01/2025,Hujan Lebat / Berterusan,Batang Sadong (KAMPUNG KELKA); Batang Sadong (KAMPUNG HIJRAH FASA1); Batang Sadong (KAMPUNG LINTANG HIJRAH); Batang Sadong (KAMPUNG NANAS); Batang Sadong (KAMPUNG KENIONG); Batang Sadong (KAMPUNG SUNGAI RAYA); Batang Sadong (KAMPUNG KEDUMPAI),1.4427573,110.4977108,success
590,Sarawak,Bintulu,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Tatau (TATATP0001 - Kg. Dagang); Batang Tatau (TATATP0002 - Kg. Baru Tatau); Batang Tatau (Pejabat Pendidikan Daerah Tatau),3.1738542,113.0428485,success
591,Sabah,Kota Marudu,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Bongon (BGONTP0003 - Kg. Parong); Sungai Bongon (BGONTP0011 - Kg. Kuranji); Sungai Bongon (BGONTP0012 - Kg. Gorontung); Sungai Bongon (BGONTP0008 - Kg. Popok Laut); Sungai Bongon (BGONTP0009 - Kg. Kampar); Sungai Bongon (BGONTP0005 - Kg. Rakit); Sungai Bongon (BGONTP0001 - Kg. Sumbilingon); Sungai Bongon (Kg.Mangkupa); Sungai Bongon (BGONTP0002 - Kg. Ongkilian); Sungai Bongon (BGONTP0010 - Kg. Damai); Sungai Bandau (BNDATP0015 - Kg. Terangkapas); Sungai Tandek (RSAKTP0001 - Kg. Longob); Sungai Tandek (RSAKTP0002 - Kg. Masolog); Sungai Tandek (Kg.Talantang 1); Sungai Bongon (Kg.Tinodukan Bodi),6.4958553,116.7610573,success
592,Sarawak,Bintulu,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Kemena (Jalan Samarakan); Batang Tatau (Rumah Ningkan ak Bungkong, Sg. Setiam); Batang Tatau (Rumah Emi ak Mesa); Batang Tatau (Rumah Lebong ak Luang, Sg.Seterus)",3.1738542,113.0428485,success
593,Sabah,Kota Marudu,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Bandau (BNDATP0004 - Kg. Marudu Laut); Sungai Bandau (BNDATP0014 - Pekan Lama Kota Marudu); Sungai Bandau (BNDATP0012 - Kg. Tambun); Sungai Bandau (BNDATP0011 - Kg. Ranau); Sungai Bongon (Kg.Asin-Asin); Sungai Bongon (Kg.Teritipan); Sungai Bongon (Kg.Beliajung); Sungai Bandau (BKGNTP0001 - Kg. Bengkongan); Sungai Bandau (BNDATP0010 - Kg. Tunggung); Sungai Bandau (BNDATP0005 - Kg. Taginambur); Sungai Bandau (SMK Langkon Kota Marudu); Sungai Bandau (Kg.Puka),6.4958553,116.7610573,success
594,Sabah,Pitas,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",-,6.7298525,117.054136,success
595,Sarawak,Bintulu,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Tatau (Rumah Richard, Kuala Sarupai); Batang Tatau (Rumah Tiut, Sungai Setulan); Batang Tatau (Rumah Janggu ak Nyuing, Sg.Semanok); Batang Tatau (Rumah Mail Matau, Sg.Semanok)",3.1738542,113.0428485,success
596,Sarawak,Bintulu,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (RPR Segawan); Batang Kemena (Rumah Raymond Plen); Batang Kemena (Rumah Sta ak Liban); Batang Kemena (Rumah Saging ak Umpi); Batang Kemena (Rumah Gelin),3.1738542,113.0428485,success
597,Sarawak,Bintulu,29/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (Kampung Labang); Batang Kemena (Kampung Pandan),3.1738542,113.0428485,success
598,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (Kampung Tg Tuang),1.4427573,110.4977108,success
599,Sarawak,Kuching,28/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",Sungai Sarawak (Kampung Tabuan Hilir (Selipar Putus)),1.5533785,110.359503,success
600,Sarawak,Serian,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (SRINTP0002 - Kg. Lintang Baru Panchor),1.167035,110.5665059,success
601,Sarawak,Bintulu,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (KMNATP0057 - Taman Putrajaya); Batang Kemena (Taman Bandarjaya); Batang Kemena (KMNATP0026 - Taman Beverly Hill),3.1738542,113.0428485,success
602,Sarawak,Bintulu,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (Kampung Jepak Hilir); Batang Kemena (Kampung Jepak Hulu); Batang Kemena (Kampung Jepak Tengah); Batang Kemena (Kampung Warisan Jepak); Batang Kemena (Taman Sutera Jepak); Batang Kemena (Kampung Kuala Segan),3.1738542,113.0428485,success
603,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (Taman Paradise),1.4427573,110.4977108,success
604,Sarawak,Bintulu,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (Austra Height); Batang Kemena (SETMTP0002 - Rh Banyang); Batang Kemena (Kampung Kuala Nyalau); Batang Kemena (Kampung Tengah Nyalau); Batang Kemena (Taman Bilangan); Batang Kemena (Kampung Pisang); Batang Kemena (Kidurong Avenue),3.1738542,113.0428485,success
605,Sarawak,Bintulu,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (KMNATP0012 - Kg. Sinong); Batang Kemena (Jalan Sommerville); Batang Kemena (Balai Polis Trafik); Batang Kemena (Pine Court); Batang Kemena (Kuarters Persekutuan); Batang Kemena (San San Garden); Batang Kemena (KMNATP0019 - Kg. Assyakirin); Batang Kemena (SJK (C) Chung Hua); Batang Kemena (Taman Seaview); Batang Kemena (KMNATP0034 - Taman Sri Pelabuhan); Batang Kemena (Taman Matahari); Batang Kemena (KMNATP0040 - Sg. Plan); Batang Kemena (KMNATP0047 - Depan Dewan Suarah Parkcity); Batang Kemena (Ing Ling Residence); Batang Kemena (Pearl Garden); Batang Kemena (KMNATP0013 - Jalan Siong Boon); Batang Kemena (KMNATP0005 - Kg. Baru); Batang Kemena (KMNATP0008 - Kg. Kemunting); Batang Kemena (KMNATP0060 - RPR Sibiew); Batang Kemena (KMNATP0024 - Perumahan Bukit Orang); Batang Kemena (KMNATP0006 - Taman Desa Damai); Batang Kemena (Gem Park); Batang Kemena (Taman Jason),3.1738542,113.0428485,success
606,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (TUAGTP0006 - Kg. Nangka); Batang Samarahan (TUAGTP0003 - Kg. Entingan),1.4427573,110.4977108,success
607,Sarawak,Samarahan,28/01/2025,Longkang Tersumbat,Sungai Sarawak (Jalan Dato Mohammad Musa),1.4427573,110.4977108,success
608,Sarawak,Samarahan,28/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",Sungai Sarawak (Jalan Dato Mohammad Musa),1.4427573,110.4977108,success
609,Sarawak,Bintulu,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (YTD Garden); Batang Kemena (Junction 9 Apartment); Batang Kemena (Taman Bamboo); Batang Kemena (Medan Ginseng); Batang Kemena (SK Assyakirin); Batang Kemena (99 Park),3.1738542,113.0428485,success
610,Sarawak,Serian,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (SRINTP0003 - Kg. Betong Kenawit); Batang Samarahan (SRINTP0004 - Kg. Sg. Turong); Batang Samarahan (SRINTP0007 - Kg. Segenam),1.167035,110.5665059,success
611,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (SRINTP0006 - Kg. Mang),1.4427573,110.4977108,success
612,Sarawak,Samarahan,28/01/2025,Hujan Lebat / Berterusan,Batang Sadong (Kampung Sekendu); Batang Sadong (Kampung Nanas); Batang Sadong (Kampung Keniong); Batang Sadong (Kampung Sabun); Batang Sadong (Kampung Hijrah Fasa 1 dan Fasa 2); Batang Sadong (Kampung Lintang Hijrah); Batang Sadong (Kampung Sungai Raya),1.4427573,110.4977108,success
613,Sarawak,Samarahan,28/01/2025,Hujan Lebat / Berterusan,Batang Sadong (Kampung Lubok Meranti); Batang Sadong (Kampung Segali); Sungai Sebuyau (Kampung Bulan); Sungai Sebuyau (Kampung Sangki Melayu); Batang Sadong (Kampung Seruyuk); Sungai Sebuyau (Kampung Entangor); Batang Sadong (Kampung Sungai Ladong),1.4427573,110.4977108,success
614,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Sungai Sarawak (KUAPTP0005 - Kg. Pangkalan Kuap),1.4427573,110.4977108,success
615,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan, Longkang Tersumbat",Batang Sadong (Kampung Lubok Buntin); Batang Sadong (Kampung Benat Ulu),1.4427573,110.4977108,success
616,Sarawak,Serian,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Samarahan (Kampung Stabut, Siburan)",1.167035,110.5665059,success
617,Sarawak,Serian,28/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kayan (Kampung Krusen Siu),1.167035,110.5665059,success
618,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (Kampung Muara Tuang),1.4427573,110.4977108,success
619,Sarawak,Serian,28/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (SADOTP0035 - Kg. Hulu),1.167035,110.5665059,success
620,Sarawak,Serian,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (SADOTP0010 - Tebakang),1.167035,110.5665059,success
621,Sarawak,Miri,28/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat",Sungai Miri (Am Field Villa 1&2); Sungai Miri (MIRITP0025 - Kg. Pujut Adong); Sungai Miri (MIRITP0010 - Kg. Pujut Tanjung Batu),4.4179767,114.0155348,success
622,Sarawak,Serian,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (SRINTP0015 - Kg. Maang),1.167035,110.5665059,success
623,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (SAMATP0003 - Kg. Baru),1.4427573,110.4977108,success
624,Selangor,Hulu Selangor,28/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Longkang Tersumbat",Sungai Bernam (Sungai Nilam),3.5601046,101.6583123,success
625,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (SAMATP0003 - Kg. Baru),1.4427573,110.4977108,success
626,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (Kampung Naie Baru),1.4427573,110.4977108,success
627,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Samarahan (TUAGTP0006 - Kg. Nangka); Batang Samarahan (TUAGTP0003 - Kg. Entingan),1.4427573,110.4977108,success
628,Sarawak,Samarahan,28/01/2025,"Air Laut Pasang, Hujan Lebat / Berterusan",Batang Samarahan (Kpg Naie Baru),1.4427573,110.4977108,success
629,Sarawak,Sri Aman,28/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain","Batang Lupar (Tr. Binit Anak Uban, Panggil Uban, Melugu)",1.237031,111.462079,success
630,Sarawak,Sri Aman,28/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain","Batang Lupar (Laluan Utama Jalan Sapak, Pantu)",1.237031,111.462079,success
631,Sarawak,Serian,28/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Sadong (SADOTP0001 - Bandar Serian),1.167035,110.5665059,success
632,Selangor,Klang,27/01/2025,"Hujan Lebat / Berterusan, Saliran Dalaman",Sungai Klang (KLNGTP0031 - Taman Sentosa),3.0392164,101.4418818,success
633,Sarawak,Bintulu,27/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (Kampung Labang),3.1738542,113.0428485,success
634,Sarawak,Sibu,26/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan","Batang Rajang (Lorong Bahagia 4, 9B); Batang Rajang (Lorong Bahagia 6)",2.2883267,111.8312675,success
635,Sarawak,Bintulu,26/01/2025,"Air Laut Pasang, Air Sungai Melimpah , Hujan Lebat / Berterusan",Batang Kemena (Pasar Sebauh); Batang Kemena (SK Sebauh); Batang Kemena (Balai Polis Sebauh); Batang Kemena (Kampung Hilir Sebauh),3.1738542,113.0428485,success
636,Negeri Sembilan,Port Dickson,26/01/2025,"Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman",Sungai Lukut Besar (JMAHTP0001 - Kg. Jimah Lama),2.52254,101.7962932,success
637,Selangor,Kuala Selangor,26/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",-,3.3392354,101.2497808,success
638,Selangor,Gombak,26/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Pembangunan / Pembukaan Tanah / Sampah Sarap, Saliran Dalaman",-,3.2556281,101.6538447,success
639,Sarawak,Sri Aman,26/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan, Lain-lain, Struktur / Lintasan Menghalang Laluan Air","Batang Lupar (Tr. Binit Anak Uban, Panggil Uban, Melugu)",1.237031,111.462079,success
640,Pulau Pinang,Seberang Perai Utara,25/01/2025,"Hujan Lebat / Berterusan, Longkang Tersumbat",-,5.5148341,100.4355477,success
641,Sabah,Tenom,25/01/2025,"Air Sungai Melimpah , Hujan Lebat / Berterusan",Sungai Padas (PADSTP0104 - Kg. Mandalom Lama); Sungai Padas (PADSTP0101 - Kg. Enubai); Sungai Padas (PADSTP0095 - Kg. Tumantalik); Sungai Padas (Kg Pantongan Ulikon); Sungai Padas (PADSTP0096 - Kg. Pantongan Sapong); Sungai Padas (PADSTP0098 - Kg. Ponontomon); Sungai Padas (Kg Saga Laut),5.1247314,115.9444858,success
